datetime,Year,Month_of_year,Week_of_year,Day_of_year,Day_of_month,Day_of_week,Hour,Day_type,Dew_Point,Temperature,Pressure,Wind_Speed,pm2.5_prev_hour,pm2.5_prev_day,pm2.5_prev_week,Target
2010-01-08 20:00:00,2010,1,1,8,8,4,20,0,-17,-12.0,1026.0,1.79,227.0,106.0,129.0,6
2010-01-08 21:00:00,2010,1,1,8,8,4,21,0,-18,-14.0,1027.0,1.79,226.0,159.0,129.0,5
2010-01-08 22:00:00,2010,1,1,8,8,4,22,0,-16,-9.0,1027.0,4.92,225.0,198.0,129.0,5
2010-01-08 23:00:00,2010,1,1,8,8,4,23,0,-16,-11.0,1027.0,6.71,168.0,190.0,129.0,5
2010-01-09 00:00:00,2010,1,1,9,9,5,0,1,-17,-13.0,1027.0,0.89,169.0,210.0,129.0,5
2010-01-09 01:00:00,2010,1,1,9,9,5,1,1,-17,-13.0,1027.0,3.13,165.0,195.0,148.0,5
2010-01-09 02:00:00,2010,1,1,9,9,5,2,1,-17,-14.0,1027.0,4.92,159.0,275.0,159.0,6
2010-01-09 03:00:00,2010,1,1,9,9,5,3,1,-17,-15.0,1027.0,8.05,167.0,164.0,181.0,5
2010-01-09 04:00:00,2010,1,1,9,9,5,4,1,-17,-13.0,1027.0,9.84,196.0,110.0,138.0,5
2010-01-09 05:00:00,2010,1,1,9,9,5,5,1,-19,-16.0,1027.0,13.86,169.0,100.0,109.0,4
2010-01-09 06:00:00,2010,1,1,9,9,5,6,1,-18,-15.0,1027.0,17.88,155.0,81.0,105.0,4
2010-01-09 07:00:00,2010,1,1,9,9,5,7,1,-19,-15.0,1027.0,21.9,119.0,71.0,124.0,4
2010-01-09 08:00:00,2010,1,1,9,9,5,8,1,-18,-14.0,1028.0,25.92,106.0,66.0,120.0,3
2010-01-09 09:00:00,2010,1,1,9,9,5,9,1,-18,-9.0,1029.0,5.81,93.0,92.0,132.0,3
2010-01-09 10:00:00,2010,1,1,9,9,5,10,1,-17,-7.0,1029.0,11.62,84.0,135.0,140.0,3
2010-01-09 11:00:00,2010,1,1,9,9,5,11,1,-17,-6.0,1030.0,17.43,73.0,155.0,152.0,2
2010-01-09 12:00:00,2010,1,1,9,9,5,12,1,-16,-6.0,1029.0,23.24,66.0,198.0,148.0,2
2010-01-09 13:00:00,2010,1,1,9,9,5,13,1,-16,-5.0,1029.0,28.16,40.0,250.0,164.0,2
2010-01-09 14:00:00,2010,1,1,9,9,5,14,1,-15,-4.0,1029.0,33.08,49.0,200.0,158.0,2
2010-01-09 15:00:00,2010,1,1,9,9,5,15,1,-14,-4.0,1028.0,37.1,50.0,231.0,154.0,2
2010-01-09 16:00:00,2010,1,1,9,9,5,16,1,-15,-4.0,1029.0,38.89,49.0,250.0,159.0,2
2010-01-09 17:00:00,2010,1,1,9,9,5,17,1,-15,-4.0,1030.0,1.79,41.0,212.0,164.0,2
2010-01-09 18:00:00,2010,1,1,9,9,5,18,1,-15,-7.0,1030.0,3.13,37.0,219.0,170.0,2
2010-01-09 19:00:00,2010,1,1,9,9,5,19,1,-15,-6.0,1031.0,3.13,45.0,227.0,149.0,2
2010-01-09 20:00:00,2010,1,1,9,9,5,20,1,-15,-7.0,1032.0,4.92,44.0,226.0,154.0,2
2010-01-09 21:00:00,2010,1,1,9,9,5,21,1,-15,-6.0,1032.0,3.13,54.0,225.0,164.0,2
2010-01-09 22:00:00,2010,1,1,9,9,5,22,1,-15,-8.0,1033.0,0.45,50.0,168.0,156.0,3
2010-01-09 23:00:00,2010,1,1,9,9,5,23,1,-15,-8.0,1033.0,0.9,47.0,169.0,126.0,3
2010-01-10 00:00:00,2010,1,1,10,10,6,0,1,-15,-11.0,1033.0,0.89,66.0,165.0,90.0,3
2010-01-10 01:00:00,2010,1,1,10,10,6,1,1,-17,-13.0,1033.0,1.78,75.0,159.0,63.0,3
2010-01-10 02:00:00,2010,1,1,10,10,6,2,1,-17,-12.0,1033.0,4.91,82.0,167.0,65.0,3
2010-01-10 03:00:00,2010,1,1,10,10,6,3,1,-17,-13.0,1033.0,8.04,66.0,196.0,55.0,3
2010-01-10 04:00:00,2010,1,1,10,10,6,4,1,-19,-14.0,1032.0,9.83,83.0,169.0,65.0,2
2010-01-10 05:00:00,2010,1,1,10,10,6,5,1,-18,-13.0,1032.0,12.96,62.0,155.0,83.0,1
2010-01-10 06:00:00,2010,1,1,10,10,6,6,1,-19,-13.0,1032.0,16.09,40.0,119.0,91.0,1
2010-01-10 07:00:00,2010,1,1,10,10,6,7,1,-19,-14.0,1033.0,19.22,23.0,106.0,86.0,1
2010-01-10 08:00:00,2010,1,1,10,10,6,8,1,-19,-14.0,1034.0,22.35,25.0,93.0,82.0,2
2010-01-10 09:00:00,2010,1,1,10,10,6,9,1,-17,-12.0,1033.0,24.14,27.0,84.0,86.0,2
2010-01-10 10:00:00,2010,1,1,10,10,6,10,1,-16,-7.0,1033.0,4.02,35.0,73.0,78.0,3
2010-01-10 11:00:00,2010,1,1,10,10,6,11,1,-15,-7.0,1033.0,3.13,50.0,66.0,98.0,3
2010-01-10 12:00:00,2010,1,1,10,10,6,12,1,-15,-7.0,1032.0,6.26,70.0,40.0,107.0,2
2010-01-10 13:00:00,2010,1,1,10,10,6,13,1,-14,-6.0,1031.0,9.39,75.0,49.0,90.0,3
2010-01-10 14:00:00,2010,1,1,10,10,6,14,1,-14,-6.0,1031.0,12.52,58.0,50.0,96.0,3
2010-01-10 15:00:00,2010,1,1,10,10,6,15,1,-13,-5.0,1030.0,14.31,70.0,49.0,95.0,3
2010-01-10 16:00:00,2010,1,1,10,10,6,16,1,-14,-5.0,1031.0,16.1,68.0,41.0,86.0,4
2010-01-10 17:00:00,2010,1,1,10,10,6,17,1,-14,-6.0,1031.0,19.23,71.0,37.0,70.0,3
2010-01-10 18:00:00,2010,1,1,10,10,6,18,1,-13,-7.0,1032.0,23.25,88.0,45.0,61.0,3
2010-01-10 19:00:00,2010,1,1,10,10,6,19,1,-15,-6.0,1032.0,27.27,84.0,44.0,53.0,3
2010-01-10 20:00:00,2010,1,1,10,10,6,20,1,-15,-6.0,1033.0,30.4,83.0,54.0,71.0,1
2010-01-10 21:00:00,2010,1,1,10,10,6,21,1,-15,-4.0,1034.0,35.32,66.0,50.0,72.0,1
2010-01-10 22:00:00,2010,1,1,10,10,6,22,1,-16,-4.0,1034.0,44.26,27.0,47.0,76.0,1
2010-01-10 23:00:00,2010,1,1,10,10,6,23,1,-17,-5.0,1035.0,52.31,24.0,66.0,73.0,1
2010-01-11 00:00:00,2010,1,2,11,11,0,0,0,-17,-6.0,1035.0,60.36,22.0,75.0,79.0,1
2010-01-11 01:00:00,2010,1,2,11,11,0,1,0,-17,-8.0,1035.0,0.89,23.0,82.0,58.0,1
2010-01-11 02:00:00,2010,1,2,11,11,0,2,0,-19,-11.0,1036.0,4.02,27.0,66.0,25.0,0
2010-01-11 03:00:00,2010,1,2,11,11,0,3,0,-20,-11.0,1036.0,8.94,23.0,83.0,26.0,0
2010-01-11 04:00:00,2010,1,2,11,11,0,4,0,-21,-11.0,1035.0,4.02,17.0,62.0,28.0,0
2010-01-11 05:00:00,2010,1,2,11,11,0,5,0,-22,-12.0,1035.0,3.13,17.0,40.0,26.0,0
2010-01-11 06:00:00,2010,1,2,11,11,0,6,0,-22,-12.0,1035.0,4.92,16.0,23.0,20.0,1
2010-01-11 07:00:00,2010,1,2,11,11,0,7,0,-22,-13.0,1036.0,5.81,16.0,25.0,29.0,1
2010-01-11 08:00:00,2010,1,2,11,11,0,8,0,-22,-9.0,1036.0,13.86,20.0,27.0,26.0,1
2010-01-11 09:00:00,2010,1,2,11,11,0,9,0,-22,-10.0,1036.0,21.91,20.0,35.0,27.0,1
2010-01-11 10:00:00,2010,1,2,11,11,0,10,0,-22,-9.0,1036.0,29.06,18.0,50.0,27.0,1
2010-01-11 11:00:00,2010,1,2,11,11,0,11,0,-21,-9.0,1036.0,33.08,25.0,70.0,25.0,1
2010-01-11 12:00:00,2010,1,2,11,11,0,12,0,-20,-6.0,1035.0,42.02,26.0,75.0,29.0,1
2010-01-11 13:00:00,2010,1,2,11,11,0,13,0,-19,-5.0,1034.0,50.96,27.0,58.0,32.0,0
2010-01-11 14:00:00,2010,1,2,11,11,0,14,0,-19,-5.0,1033.0,59.01,28.0,70.0,28.0,1
2010-01-11 15:00:00,2010,1,2,11,11,0,15,0,-20,-5.0,1033.0,66.16,15.0,68.0,29.0,0
2010-01-11 16:00:00,2010,1,2,11,11,0,16,0,-20,-5.0,1032.0,71.97,24.0,71.0,30.0,0
2010-01-11 17:00:00,2010,1,2,11,11,0,17,0,-20,-5.0,1033.0,76.89,13.0,88.0,30.0,0
2010-01-11 18:00:00,2010,1,2,11,11,0,18,0,-20,-7.0,1033.0,81.81,13.0,84.0,28.0,0
2010-01-11 19:00:00,2010,1,2,11,11,0,19,0,-22,-7.0,1033.0,85.83,13.0,83.0,26.0,1
2010-01-11 20:00:00,2010,1,2,11,11,0,20,0,-22,-8.0,1033.0,89.85,17.0,66.0,31.0,1
2010-01-11 21:00:00,2010,1,2,11,11,0,21,0,-23,-10.0,1033.0,91.64,20.0,27.0,33.0,1
2010-01-11 22:00:00,2010,1,2,11,11,0,22,0,-23,-13.0,1033.0,93.43,27.0,24.0,29.0,0
2010-01-11 23:00:00,2010,1,2,11,11,0,23,0,-22,-12.0,1032.0,0.89,20.0,22.0,31.0,1
2010-01-12 00:00:00,2010,1,2,12,12,1,0,0,-22,-15.0,1031.0,1.78,15.0,23.0,30.0,1
2010-01-12 01:00:00,2010,1,2,12,12,1,1,0,-22,-14.0,1031.0,1.79,21.0,27.0,34.0,2
2010-01-12 02:00:00,2010,1,2,12,12,1,2,0,-22,-14.0,1031.0,0.89,21.0,23.0,27.0,1
2010-01-12 03:00:00,2010,1,2,12,12,1,3,0,-24,-18.0,1030.0,1.79,37.0,17.0,25.0,0
2010-01-12 04:00:00,2010,1,2,12,12,1,4,0,-24,-13.0,1030.0,3.58,26.0,17.0,28.0,0
2010-01-12 05:00:00,2010,1,2,12,12,1,5,0,-25,-14.0,1030.0,3.13,15.0,16.0,28.0,0
2010-01-12 06:00:00,2010,1,2,12,12,1,6,0,-24,-14.0,1030.0,7.15,9.0,16.0,27.0,0
2010-01-12 07:00:00,2010,1,2,12,12,1,7,0,-25,-12.0,1030.0,12.96,11.0,20.0,27.0,0
2010-01-12 08:00:00,2010,1,2,12,12,1,8,0,-26,-14.0,1030.0,16.98,11.0,20.0,27.0,0
2010-01-12 09:00:00,2010,1,2,12,12,1,9,0,-25,-12.0,1031.0,21.0,16.0,18.0,29.0,0
2010-01-12 10:00:00,2010,1,2,12,12,1,10,0,-25,-11.0,1031.0,26.81,13.0,25.0,36.0,1
2010-01-12 11:00:00,2010,1,2,12,12,1,11,0,-24,-11.0,1030.0,35.75,15.0,26.0,30.0,1
2010-01-12 12:00:00,2010,1,2,12,12,1,12,0,-23,-11.0,1029.0,47.82,21.0,27.0,27.0,1
2010-01-12 13:00:00,2010,1,2,12,12,1,13,0,-22,-11.0,1029.0,63.02,24.0,28.0,39.0,1
2010-01-12 14:00:00,2010,1,2,12,12,1,14,0,-23,-11.0,1029.0,75.98,22.0,15.0,41.0,1
2010-01-12 15:00:00,2010,1,2,12,12,1,15,0,-22,-11.0,1029.0,88.05,22.0,24.0,33.0,1
2010-01-12 16:00:00,2010,1,2,12,12,1,16,0,-23,-11.0,1030.0,101.01,22.0,13.0,50.0,1
2010-01-12 17:00:00,2010,1,2,12,12,1,17,0,-24,-11.0,1030.0,109.06,19.0,13.0,56.0,1
2010-01-12 18:00:00,2010,1,2,12,12,1,18,0,-24,-11.0,1032.0,118.0,23.0,13.0,59.0,1
2010-01-12 19:00:00,2010,1,2,12,12,1,19,0,-23,-11.0,1032.0,126.05,25.0,17.0,60.0,1
2010-01-12 20:00:00,2010,1,2,12,12,1,20,0,-23,-12.0,1032.0,134.1,25.0,20.0,84.0,1
2010-01-12 21:00:00,2010,1,2,12,12,1,21,0,-24,-12.0,1033.0,142.15,31.0,27.0,106.0,1
2010-01-12 22:00:00,2010,1,2,12,12,1,22,0,-23,-12.0,1033.0,150.2,25.0,20.0,66.0,1
2010-01-12 23:00:00,2010,1,2,12,12,1,23,0,-23,-12.0,1034.0,160.03,22.0,15.0,50.0,0
2010-01-13 00:00:00,2010,1,2,13,13,2,0,0,-24,-12.0,1034.0,169.86,22.0,21.0,56.0,0
2010-01-13 01:00:00,2010,1,2,13,13,2,1,0,-24,-12.0,1033.0,178.8,15.0,21.0,77.0,0
2010-01-13 02:00:00,2010,1,2,13,13,2,2,0,-25,-12.0,1033.0,189.98,16.0,37.0,50.0,0
2010-01-13 03:00:00,2010,1,2,13,13,2,3,0,-24,-13.0,1033.0,198.03,11.0,26.0,44.0,0
2010-01-13 04:00:00,2010,1,2,13,13,2,4,0,-25,-12.0,1032.0,205.18,11.0,15.0,27.0,0
2010-01-13 05:00:00,2010,1,2,13,13,2,5,0,-25,-12.0,1033.0,215.01,12.0,9.0,28.0,0
2010-01-13 06:00:00,2010,1,2,13,13,2,6,0,-25,-12.0,1032.0,226.19,11.0,11.0,21.0,1
2010-01-13 07:00:00,2010,1,2,13,13,2,7,0,-25,-12.0,1032.0,235.13,12.0,11.0,25.0,1
2010-01-13 08:00:00,2010,1,2,13,13,2,8,0,-25,-12.0,1032.0,243.18,27.0,16.0,20.0,1
2010-01-13 09:00:00,2010,1,2,13,13,2,9,0,-23,-11.0,1033.0,252.12,28.0,13.0,29.0,1
2010-01-13 10:00:00,2010,1,2,13,13,2,10,0,-23,-10.0,1033.0,257.93,34.0,15.0,34.0,2
2010-01-13 11:00:00,2010,1,2,13,13,2,11,0,-22,-9.0,1033.0,263.74,33.0,21.0,42.0,1
2010-01-13 12:00:00,2010,1,2,13,13,2,12,0,-21,-8.0,1031.0,270.89,36.0,24.0,28.0,2
2010-01-13 13:00:00,2010,1,2,13,13,2,13,0,-21,-6.0,1030.0,278.94,26.0,22.0,36.0,2
2010-01-13 14:00:00,2010,1,2,13,13,2,14,0,-20,-5.0,1029.0,286.99,49.0,22.0,48.0,2
2010-01-13 15:00:00,2010,1,2,13,13,2,15,0,-22,-5.0,1028.0,294.14,52.0,22.0,49.0,2
2010-01-13 16:00:00,2010,1,2,13,13,2,16,0,-21,-5.0,1028.0,299.06,47.0,19.0,52.0,2
2010-01-13 17:00:00,2010,1,2,13,13,2,17,0,-19,-7.0,1028.0,1.79,47.0,23.0,56.0,3
2010-01-13 18:00:00,2010,1,2,13,13,2,18,0,-19,-8.0,1028.0,0.45,39.0,25.0,96.0,3
2010-01-13 19:00:00,2010,1,2,13,13,2,19,0,-20,-9.0,1028.0,1.34,59.0,25.0,75.0,4
2010-01-13 20:00:00,2010,1,2,13,13,2,20,0,-19,-10.0,1027.0,1.79,76.0,31.0,105.0,4
2010-01-13 21:00:00,2010,1,2,13,13,2,21,0,-19,-13.0,1027.0,0.89,96.0,25.0,132.0,3
2010-01-13 22:00:00,2010,1,2,13,13,2,22,0,-18,-12.0,1027.0,1.78,95.0,22.0,93.0,3
2010-01-13 23:00:00,2010,1,2,13,13,2,23,0,-18,-13.0,1027.0,0.89,68.0,22.0,131.0,3
2010-01-14 00:00:00,2010,1,2,14,14,3,0,0,-18,-14.0,1026.0,1.78,65.0,15.0,127.0,6
2010-01-14 01:00:00,2010,1,2,14,14,3,1,0,-20,-15.0,1025.0,2.67,75.0,16.0,130.0,5
2010-01-14 02:00:00,2010,1,2,14,14,3,2,0,-20,-15.0,1025.0,0.89,257.0,11.0,43.0,5
2010-01-14 03:00:00,2010,1,2,14,14,3,3,0,-20,-16.0,1025.0,1.78,174.0,11.0,37.0,5
2010-01-14 04:00:00,2010,1,2,14,14,3,4,0,-20,-16.0,1024.0,3.57,164.0,12.0,30.0,5
2010-01-14 05:00:00,2010,1,2,14,14,3,5,0,-21,-17.0,1024.0,6.7,161.0,11.0,28.0,4
2010-01-14 06:00:00,2010,1,2,14,14,3,6,0,-19,-14.0,1023.0,10.72,137.0,12.0,24.0,3
2010-01-14 07:00:00,2010,1,2,14,14,3,7,0,-21,-17.0,1023.0,13.85,92.0,27.0,23.0,3
2010-01-14 08:00:00,2010,1,2,14,14,3,8,0,-19,-15.0,1024.0,15.64,64.0,28.0,24.0,3
2010-01-14 09:00:00,2010,1,2,14,14,3,9,0,-19,-14.0,1024.0,18.77,87.0,34.0,27.0,3
2010-01-14 10:00:00,2010,1,2,14,14,3,10,0,-18,-10.0,1024.0,22.79,87.0,33.0,40.0,4
2010-01-14 11:00:00,2010,1,2,14,14,3,11,0,-17,-9.0,1023.0,24.58,84.0,36.0,42.0,3
2010-01-14 12:00:00,2010,1,2,14,14,3,12,0,-16,-6.0,1023.0,26.37,95.0,26.0,42.0,3
2010-01-14 13:00:00,2010,1,2,14,14,3,13,0,-17,-5.0,1022.0,28.16,79.0,49.0,55.0,3
2010-01-14 14:00:00,2010,1,2,14,14,3,14,0,-16,-5.0,1022.0,29.95,75.0,52.0,52.0,3
2010-01-14 15:00:00,2010,1,2,14,14,3,15,0,-15,-4.0,1022.0,33.08,79.0,47.0,51.0,3
2010-01-14 16:00:00,2010,1,2,14,14,3,16,0,-16,-4.0,1023.0,0.89,86.0,47.0,57.0,4
2010-01-14 17:00:00,2010,1,2,14,14,3,17,0,-15,-5.0,1025.0,1.79,72.0,39.0,50.0,4
2010-01-14 18:00:00,2010,1,2,14,14,3,18,0,-14,-3.0,1026.0,5.81,89.0,59.0,54.0,3
2010-01-14 19:00:00,2010,1,2,14,14,3,19,0,-16,-3.0,1027.0,11.62,94.0,76.0,67.0,2
2010-01-14 20:00:00,2010,1,2,14,14,3,20,0,-15,-4.0,1029.0,20.56,69.0,96.0,106.0,1
2010-01-14 21:00:00,2010,1,2,14,14,3,21,0,-16,-5.0,1031.0,24.58,49.0,95.0,159.0,1
2010-01-14 22:00:00,2010,1,2,14,14,3,22,0,-17,-6.0,1032.0,3.13,33.0,68.0,198.0,1
2010-01-14 23:00:00,2010,1,2,14,14,3,23,0,-18,-6.0,1033.0,8.05,27.0,65.0,190.0,2
2010-01-15 00:00:00,2010,1,2,15,15,4,0,0,-19,-7.0,1034.0,13.86,20.0,75.0,210.0,2
2010-01-15 01:00:00,2010,1,2,15,15,4,1,0,-17,-8.0,1035.0,5.81,36.0,257.0,195.0,1
2010-01-15 02:00:00,2010,1,2,15,15,4,2,0,-18,-10.0,1035.0,11.62,37.0,174.0,275.0,1
2010-01-15 03:00:00,2010,1,2,15,15,4,3,0,-19,-10.0,1036.0,14.75,30.0,164.0,164.0,1
2010-01-15 04:00:00,2010,1,2,15,15,4,4,0,-19,-9.0,1036.0,19.67,18.0,161.0,110.0,0
2010-01-15 05:00:00,2010,1,2,15,15,4,5,0,-19,-9.0,1036.0,7.15,21.0,137.0,100.0,1
2010-01-15 06:00:00,2010,1,2,15,15,4,6,0,-20,-9.0,1037.0,12.96,13.0,92.0,81.0,1
2010-01-15 07:00:00,2010,1,2,15,15,4,7,0,-19,-9.0,1037.0,18.77,23.0,64.0,71.0,1
2010-01-15 08:00:00,2010,1,2,15,15,4,8,0,-19,-8.0,1038.0,22.79,26.0,87.0,66.0,1
2010-01-15 09:00:00,2010,1,2,15,15,4,9,0,-19,-8.0,1039.0,28.6,27.0,87.0,92.0,1
2010-01-15 10:00:00,2010,1,2,15,15,4,10,0,-19,-7.0,1039.0,35.75,30.0,84.0,135.0,1
2010-01-15 11:00:00,2010,1,2,15,15,4,11,0,-18,-6.0,1039.0,41.56,28.0,95.0,155.0,1
2010-01-15 12:00:00,2010,1,2,15,15,4,12,0,-18,-5.0,1039.0,45.58,26.0,79.0,198.0,1
2010-01-15 13:00:00,2010,1,2,15,15,4,13,0,-17,-4.0,1038.0,1.79,26.0,75.0,250.0,2
2010-01-15 14:00:00,2010,1,2,15,15,4,14,0,-16,-3.0,1037.0,0.89,31.0,79.0,200.0,2
2010-01-15 15:00:00,2010,1,2,15,15,4,15,0,-17,-3.0,1037.0,1.78,35.0,86.0,231.0,2
2010-01-15 16:00:00,2010,1,2,15,15,4,16,0,-17,-2.0,1037.0,2.23,36.0,72.0,250.0,3
2010-01-15 17:00:00,2010,1,2,15,15,4,17,0,-15,-5.0,1036.0,0.89,37.0,89.0,212.0,3
2010-01-15 18:00:00,2010,1,2,15,15,4,18,0,-15,-6.0,1036.0,0.89,64.0,94.0,219.0,4
2010-01-15 19:00:00,2010,1,2,15,15,4,19,0,-15,-6.0,1037.0,1.78,83.0,69.0,227.0,4
2010-01-15 20:00:00,2010,1,2,15,15,4,20,0,-14,-6.0,1037.0,1.79,91.0,49.0,226.0,4
2010-01-15 21:00:00,2010,1,2,15,15,4,21,0,-14,-8.0,1036.0,3.58,90.0,33.0,225.0,4
2010-01-15 22:00:00,2010,1,2,15,15,4,22,0,-14,-10.0,1037.0,0.89,102.0,27.0,168.0,3
2010-01-15 23:00:00,2010,1,2,15,15,4,23,0,-15,-11.0,1036.0,1.78,94.0,20.0,169.0,5
2010-01-16 00:00:00,2010,1,2,16,16,5,0,1,-15,-11.0,1036.0,2.67,87.0,36.0,165.0,6
2010-01-16 01:00:00,2010,1,2,16,16,5,1,1,-16,-13.0,1036.0,0.89,141.0,37.0,159.0,6
2010-01-16 02:00:00,2010,1,2,16,16,5,2,1,-16,-12.0,1036.0,0.89,211.0,30.0,167.0,6
2010-01-16 03:00:00,2010,1,2,16,16,5,3,1,-16,-13.0,1035.0,0.89,242.0,18.0,196.0,6
2010-01-16 04:00:00,2010,1,2,16,16,5,4,1,-15,-12.0,1035.0,1.78,271.0,21.0,169.0,6
2010-01-16 05:00:00,2010,1,2,16,16,5,5,1,-14,-10.0,1034.0,1.79,249.0,13.0,155.0,5
2010-01-16 06:00:00,2010,1,2,16,16,5,6,1,-15,-10.0,1034.0,2.68,200.0,23.0,119.0,4
2010-01-16 07:00:00,2010,1,2,16,16,5,7,1,-15,-11.0,1034.0,4.47,147.0,26.0,106.0,4
2010-01-16 08:00:00,2010,1,2,16,16,5,8,1,-15,-11.0,1034.0,6.26,114.0,27.0,93.0,4
2010-01-16 09:00:00,2010,1,2,16,16,5,9,1,-14,-9.0,1034.0,8.05,102.0,30.0,84.0,5
2010-01-16 10:00:00,2010,1,2,16,16,5,10,1,-14,-9.0,1034.0,9.84,108.0,28.0,73.0,4
2010-01-16 11:00:00,2010,1,2,16,16,5,11,1,-13,-6.0,1034.0,0.89,135.0,26.0,66.0,5
2010-01-16 12:00:00,2010,1,2,16,16,5,12,1,-13,-5.0,1033.0,1.79,120.0,26.0,40.0,5
2010-01-16 13:00:00,2010,1,2,16,16,5,13,1,-12,-4.0,1031.0,0.89,148.0,31.0,49.0,5
2010-01-16 14:00:00,2010,1,2,16,16,5,14,1,-12,-3.0,1031.0,1.78,127.0,35.0,50.0,5
2010-01-16 15:00:00,2010,1,2,16,16,5,15,1,-12,-3.0,1030.0,2.67,128.0,36.0,49.0,5
2010-01-16 16:00:00,2010,1,2,16,16,5,16,1,-11,-3.0,1030.0,3.56,140.0,37.0,41.0,5
2010-01-16 17:00:00,2010,1,2,16,16,5,17,1,-11,-4.0,1031.0,0.89,148.0,64.0,37.0,5
2010-01-16 18:00:00,2010,1,2,16,16,5,18,1,-12,-7.0,1031.0,0.89,150.0,83.0,45.0,6
2010-01-16 19:00:00,2010,1,2,16,16,5,19,1,-12,-7.0,1032.0,1.78,154.0,91.0,44.0,6
2010-01-16 20:00:00,2010,1,2,16,16,5,20,1,-12,-8.0,1032.0,2.23,197.0,90.0,54.0,6
2010-01-16 21:00:00,2010,1,2,16,16,5,21,1,-12,-9.0,1032.0,3.12,235.0,102.0,50.0,6
2010-01-16 22:00:00,2010,1,2,16,16,5,22,1,-13,-11.0,1032.0,0.89,261.0,94.0,47.0,6
2010-01-16 23:00:00,2010,1,2,16,16,5,23,1,-14,-11.0,1032.0,2.68,269.0,87.0,66.0,6
2010-01-17 00:00:00,2010,1,2,17,17,6,0,1,-15,-12.0,1032.0,5.81,266.0,141.0,75.0,6
2010-01-17 01:00:00,2010,1,2,17,17,6,1,1,-14,-11.0,1032.0,0.45,263.0,211.0,82.0,6
2010-01-17 02:00:00,2010,1,2,17,17,6,2,1,-14,-11.0,1031.0,1.34,241.0,242.0,66.0,5
2010-01-17 03:00:00,2010,1,2,17,17,6,3,1,-14,-12.0,1031.0,1.79,205.0,271.0,83.0,5
2010-01-17 04:00:00,2010,1,2,17,17,6,4,1,-14,-12.0,1031.0,3.58,160.0,249.0,62.0,5
2010-01-17 05:00:00,2010,1,2,17,17,6,5,1,-14,-10.0,1030.0,6.71,150.0,200.0,40.0,6
2010-01-17 06:00:00,2010,1,2,17,17,6,6,1,-14,-11.0,1030.0,9.84,148.0,147.0,23.0,6
2010-01-17 07:00:00,2010,1,2,17,17,6,7,1,-15,-10.0,1030.0,11.63,208.0,114.0,25.0,5
2010-01-17 08:00:00,2010,1,2,17,17,6,8,1,-13,-10.0,1030.0,14.76,209.0,102.0,27.0,5
